id,person_type,legal_name,trade_name,tax_id,state_registration,email,phone,is_active,created_at,updated_at
1053,PF,Diego Gonçalves,,02635135134,,diego.gon.alves.1053@example.com,5580916440373,TRUE,2026-02-23 09:18:52,2026-05-23 16:40:34
1054,PF,Isis Caldeira,,70908972300,,isis.caldeira.1054@example.com,5578912778221,TRUE,2024-09-01 06:44:40,2025-01-17 13:34:25
1055,PF,Enrico Porto,,88717067065,,enrico.porto.1055@example.com,5579982134862,TRUE,2020-11-05 04:32:34,2022-06-10 03:19:19
1056,PF,Ísis Fernandes,,48656333160,,sis.fernandes.1056@example.com,55097936383182,TRUE,2020-01-17 18:13:57,2022-12-16 17:04:29
1057,PF,Luiza Jesus,,68837281390,,luiza.jesus.1057@example.com,5553997079866,TRUE,2022-10-14 23:57:54,2025-05-01 20:38:24
1058,PJ,Marques - ME,Guerra - ME,06234145000133,368205068,marques.me.1058@example.com,55012923552165,TRUE,2020-08-04 09:56:24,2025-01-29 01:05:41
1059,PJ,Vasconcelos Ltda.,Caldeira,71703292000177,469218219,vasconcelos.ltda.1059@example.com,55059967908984,TRUE,2025-11-23 11:03:06,2026-10-19 08:35:54
1060,PJ,Lopes Pinto - EI S.A.,Viana,24671963000185,802205093,lopes.pinto.ei.s.a.1060@example.com,5569948424959,TRUE,2026-11-21 01:11:32,2026-12-15 06:55:17
1061,PF,Ana Luiza Ramos,,91414784368,,ana.luiza.ramos.1061@example.com,5545978870715,TRUE,2020-06-21 07:03:20,2021-12-08 17:40:34
1062,PF,Isaac Nogueira,,09484191991,,isaac.nogueira.1062@example.com,5576973820974,TRUE,2024-08-16 02:40:58,2025-10-24 13:50:22
1063,PF,Ana Vitória Pimenta,,29737838955,,ana.vit.ria.pimenta.1063@example.com,5577998768299,TRUE,2025-10-01 04:06:42,2026-04-12 22:14:27
1064,PF,Sofia Monteiro,,52874700452,,sofia.monteiro.1064@example.com,55025989370858,TRUE,2026-10-10 06:36:39,2026-12-31 10:10:07
1065,PF,Murilo Ramos,,33675803333,,murilo.ramos.1065@example.com,55035904056695,TRUE,2023-04-01 20:12:15,2023-05-04 09:02:12
1066,PF,Mirella Nunes,,28876305980,,mirella.nunes.1066@example.com,5501924825544,TRUE,2025-11-08 04:29:04,2025-12-19 02:08:15
1067,PJ,Moura Gonçalves - ME,,49460716000160,963259423,moura.gon.alves.me.1067@example.com,55089946338915,TRUE,2020-06-10 08:36:52,2025-07-30 03:31:29
1068,PF,Eloah da Luz,,35942323445,,eloah.da.luz.1068@example.com,5552985725629,TRUE,2026-07-22 12:57:18,2026-09-03 04:07:29
1069,PJ,Guerra Pastor S.A.,,40203500000145,358951381,guerra.pastor.s.a.1069@example.com,5565950784685,TRUE,2024-08-06 05:36:36,2026-11-12 23:56:43
1070,PF,Lorenzo Sá,,42113606399,,lorenzo.s.1070@example.com,55044930349189,TRUE,2026-03-09 04:37:40,2026-07-25 12:53:25
1071,PF,Daniel Mendes,,35566810993,,daniel.mendes.1071@example.com,5572903859340,TRUE,2024-11-19 18:14:04,2025-01-11 07:57:59
1072,PF,Luiz Otávio Costela,,88155587304,,luiz.ot.vio.costela.1072@example.com,5541954715531,TRUE,2025-09-23 12:35:07,2026-09-09 19:00:52
1073,PJ,Siqueira Cavalcanti Ltda.,Leão Melo e Filhos,26482972000153,813675009,siqueira.cavalcanti.ltda.1073@example.com,5521941052769,TRUE,2024-04-28 09:18:34,2026-10-02 14:14:35
1074,PF,Camila Sampaio,,03809658448,,camila.sampaio.1074@example.com,5587980927045,TRUE,2025-03-24 10:22:11,2026-11-04 12:57:50
1075,PJ,da Costa Moraes - EI S.A.,Guerra,16615470000108,225866059,da.costa.moraes.ei.s.a.1075@example.com,5567987442275,TRUE,2025-06-25 11:58:12,2025-11-16 15:03:04
1076,PJ,Sousa EIRELI,Nogueira,81571598000170,596559428,sousa.eireli.1076@example.com,55049911650200,TRUE,2026-04-08 09:47:07,2026-07-02 05:13:33
1077,PJ,Cassiano Ltda.,Porto,50370278000129,393132155,cassiano.ltda.1077@example.com,5530955708368,TRUE,2022-10-30 04:24:25,2022-12-09 13:15:47
1078,PJ,Rodrigues Brito Ltda.,da Paz,37285003000129,889669972,rodrigues.brito.ltda.1078@example.com,55036977462025,TRUE,2021-04-21 23:48:52,2025-08-19 04:50:14
1079,PF,Eloah Freitas,,68374882441,,eloah.freitas.1079@example.com,5531983281231,TRUE,2022-03-05 13:34:45,2025-09-17 11:37:58
1080,PF,Guilherme Pereira,,01497223466,,guilherme.pereira.1080@example.com,55004991060183,TRUE,2021-12-19 04:51:05,2024-12-07 07:45:00
1081,PF,Julia Mendonça,,49512944006,,julia.mendon.a.1081@example.com,55038975082768,TRUE,2020-08-31 21:39:08,2020-12-01 17:57:17
1082,PJ,Rios - ME,Viana Cirino Ltda.,45170286000191,775458472,rios.me.1082@example.com,5529905291876,TRUE,2025-07-28 23:58:21,2025-12-10 09:09:12
1083,PF,Isabella Siqueira,,37866562822,,isabella.siqueira.1083@example.com,5560982717217,TRUE,2022-07-10 23:50:42,2026-08-28 02:12:05
1084,PJ,Costa Macedo e Filhos Ltda,,10721766000119,399205222,costa.macedo.e.filhos.ltda.1084@example.com,5599936216591,TRUE,2026-12-03 01:28:14,2026-12-30 05:56:04
1085,PJ,da Costa ME,da Costa Cavalcante Ltda.,41247316000160,539835844,da.costa.me.1085@example.com,5517977326430,TRUE,2025-04-27 16:48:00,2026-08-17 17:49:25
1086,PF,Lívia da Luz,,00214362663,,l.via.da.luz.1086@example.com,5597991279970,TRUE,2026-09-05 06:33:06,2026-09-17 11:00:00
1087,PF,Erick Macedo,,36606884799,,erick.macedo.1087@example.com,5520953978713,TRUE,2025-01-02 09:47:22,2026-11-04 20:10:17
1088,PJ,Santos Ltda,,47855146000182,529883220,santos.ltda.1088@example.com,5525960832004,TRUE,2020-06-04 03:23:35,2026-11-27 08:34:37
1089,PJ,Pereira EIRELI,Moreira,29748227000100,889753585,pereira.eireli.1089@example.com,55038960030443,TRUE,2023-10-08 10:13:20,2026-06-30 18:23:18
1090,PF,Anna Liz Oliveira,,37495485795,,anna.liz.oliveira.1090@example.com,5551971523910,TRUE,2021-03-31 05:02:10,2022-05-07 05:49:30
1091,PF,Enzo Vasconcelos,,10392843960,,enzo.vasconcelos.1091@example.com,5550914374830,TRUE,2021-07-05 02:21:58,2021-08-17 02:46:36
1092,PJ,Abreu Oliveira - ME,Barros,38634659000172,397191260,abreu.oliveira.me.1092@example.com,55021932176720,TRUE,2022-07-13 23:38:36,2022-11-15 22:54:50
1093,PF,Caio Camargo,,59408087860,,caio.camargo.1093@example.com,5566912201907,TRUE,2022-10-25 16:54:49,2026-02-21 18:43:33
1094,PF,Luigi Ribeiro,,19531617589,,luigi.ribeiro.1094@example.com,5573939304936,TRUE,2021-09-14 07:51:53,2025-07-19 12:50:54
1095,PF,Maitê Costela,,57382238105,,mait.costela.1095@example.com,5502974812421,TRUE,2022-04-19 09:06:20,2026-12-14 22:23:05
1096,PJ,da Paz S/A Ltda,,71669755000121,868250952,da.paz.s.a.ltda.1096@example.com,55094962093556,TRUE,2021-01-03 20:20:16,2021-08-30 20:35:44
1097,PF,Alexandre Cunha,,67875883210,,alexandre.cunha.1097@example.com,5595929701371,TRUE,2024-05-15 05:35:08,2026-12-29 03:26:11
1098,PJ,da Mota Correia - ME,Novaes,00532803000197,585642304,da.mota.correia.me.1098@example.com,5520927061592,FALSE,2023-07-09 18:49:46,2025-08-07 22:38:22
1099,PJ,da Conceição S.A.,da Mota,14322263000121,029907166,da.concei.o.s.a.1099@example.com ,5506932248155,TRUE,2023-10-25 11:32:42,2024-01-27 07:55:28
1100,PF,Emanuel Rodrigues,,83925984151,,emanuel.rodrigues.1100@example.com,5534903010956,TRUE,2024-11-11 00:47:20,2026-04-16 15:42:05
1101,PJ,Nunes S.A.,Freitas,47188536000146,649157955,nunes.s.a.1101@example.com,5562934712476,TRUE,2023-07-23 01:01:22,2025-05-28 07:07:36
1102,PF,Daniel Aparecida,,64317967804,,daniel.aparecida.1102@example.com,5501981030683,TRUE,2020-08-27 02:26:27,2024-01-12 22:52:07
1103,PJ,Machado - ME,Teixeira,94607067000132,172680808,machado.me.1103@example.com,5557912901507,TRUE,2022-12-17 12:41:50,2026-06-16 16:20:37
1104,PJ,Costa - EI Ltda,Jesus - ME,82072517000150,130735104,costa.ei.ltda.1104@example.com,5584974362130,TRUE,2020-12-12 02:16:33,2022-07-13 10:44:28
1105,PF,Pedro Henrique Cirino,,22908767716,,pedro.henrique.cirino.1105@example.com,5588957669470,TRUE,2023-09-21 01:47:09,2026-09-15 19:07:05
1106,PF,Dante Novais,,07333106560,,dante.novais.1106@example.com,5553939627466,TRUE,2022-12-20 17:24:29,2026-09-06 17:32:27
1107,PJ,Cassiano Ltda,,16235614000192,159183270,cassiano.ltda.1107@example.com,5504966614590,TRUE,2020-08-06 19:00:26,2022-05-19 10:42:11
1108,PF,Danilo Aragão,,91784372960,,danilo.arag.o.1108@example.com,55097971400493,TRUE,2025-02-24 09:48:41,2026-08-18 19:24:36
1109,PJ,Silva - EI S.A.,Oliveira,47002394000180,053152049,silva.ei.s.a.1109@example.com,5580994976987,TRUE,2022-10-08 07:31:37,2023-02-21 09:11:43
1110,PF,Heloisa Ramos,,74677527504,,heloisa.ramos.1110@example.com,5537997166984,TRUE,2022-08-18 18:54:03,2025-02-24 18:11:05
1111,PF,Noah Garcia,,73070662030,,noah.garcia.1111@example.com,5523974077943,TRUE,2026-07-19 03:08:32,2026-10-30 18:38:09
1112,PF,Erick Teixeira,,75513210983,,erick.teixeira.1112@example.com,5562938994991,TRUE,2020-09-10 09:15:33,2025-01-24 07:09:09
1113,PF,Melissa Albuquerque,,55094818970,,melissa.albuquerque.1113@example.com,5542962037087,TRUE,2025-06-25 06:01:58,2026-09-07 11:49:08
1114,PF,Eloá Caldeira,,11904094961,,elo.caldeira.1114@example.com,5560920418135,TRUE,2024-06-17 04:06:44,2024-12-31 12:12:24
1115,PF,Sophie Peixoto,,61531387306,,sophie.peixoto.1115@example.com,5597921170889,TRUE,2024-01-13 06:38:50,2024-10-20 02:46:42
1116,PF,Thomas Alves,,75163536800,,thomas.alves.1116@example.com,5586944822175,TRUE,2022-12-17 20:35:31,2026-04-30 23:46:22
1117,PF,Sophie Sousa,,57046565791,,sophie.sousa.1117@example.com,5597985708200,FALSE,2024-04-05 01:58:39,2024-12-28 20:03:09
1118,PF,Vitor Hugo Aparecida,,01899045856,,vitor.hugo.aparecida.1118@example.com,5575971236914,TRUE,2021-09-10 18:40:46,2021-10-07 08:43:11
1119,PJ,Borges EIRELI,Castro - EI,06043572000134,794296882,borges.eireli.1119@example.com,55069970409531,TRUE,2023-07-26 10:10:09,2026-01-14 23:57:24
1120,PF,Caio Vieira,,91180174950,,caio.vieira.1120@example.com,5561956078327,TRUE,2021-11-04 13:48:59,2025-07-24 12:27:43
1121,PJ,Rocha ME,,96690903000110,883565179,rocha.me.1121@example.com,5524909649668,TRUE,2023-08-08 09:22:07,2024-08-15 00:27:29
1122,PF,João Pimenta,,47329833240,,jo.o.pimenta.1122@example.com,5504978421702,TRUE,2021-05-02 05:28:35,2024-03-28 00:39:44
1123,PF,Maitê Caldeira,,24460606178,,mait.caldeira.1123@example.com,5522959364882,TRUE,2021-02-04 01:52:59,2025-10-14 11:31:54
1124,PF,Theodoro Oliveira,,43852105439,,theodoro.oliveira.1124@example.com,5548968839062,TRUE,2024-06-25 20:27:54,2026-11-24 06:45:31
1125,PJ,Gonçalves Ltda,Cassiano,61576062000130,879916091,gon.alves.ltda.1125@example.com,5541931935923,TRUE,2021-01-24 19:09:53,2025-03-31 02:46:44
1126,PJ,Caldeira S.A.,,15733617000193,337605230,caldeira.s.a.1126@example.com,5558981650254,TRUE,2026-10-20 16:59:48,2026-12-14 06:42:39
1127,PF,Thales Casa Grande,,90298021200,,thales.casa.grande.1127@example.com,5519916503440,TRUE,2020-03-04 09:02:25,2022-11-14 03:31:15
1128,PJ,Guerra S.A.,,04179566000183,177182498,guerra.s.a.1128@example.com,5580988067821,TRUE,2024-02-25 03:58:22,2026-06-26 04:17:49
1129,PF,Bruno Macedo,,08714195488,,bruno.macedo.1129@example.com,5568913592664,TRUE,2022-06-13 08:41:22,2022-10-16 19:36:24
1130,PJ,Pimenta S.A.,Sampaio Pacheco - ME,07173547000138,987486941,pimenta.s.a.1130@example.com,5559945011929,TRUE,2025-12-26 12:15:36,2026-12-19 13:07:42
1131,PF,Emilly Araújo,,68181768876,,,55053960511716,TRUE,2023-11-02 04:29:02,2025-11-01 17:33:22
1132,PF,Ana Liz da Conceição,,89452320796,,ana.liz.da.concei.o.1132@example.com,5588963653621,TRUE,2021-08-24 23:34:40,2021-12-06 19:46:33
1133,PF,Joana Duarte,,51246330261,,joana.duarte.1133@example.com,5590967000994,TRUE,2026-06-25 08:22:56,2026-12-02 04:51:38
1134,PF,Kaique Moura,,51244784389,,kaique.moura.1134@example.com,5542904664896,TRUE,2023-12-14 14:56:28,2026-10-23 21:32:12
1135,PJ,Monteiro S.A.,Aragão,28045652000161,564204565,monteiro.s.a.1135@example.com,55075980974533,TRUE,2021-09-10 06:53:45,2026-03-01 17:45:09
1136,PF,Ana Lima,,18992068506,,ana.lima.1136@example.com,55035946622654,TRUE,2023-09-17 13:21:11,2026-07-28 05:27:03
1137,PF,Cauê Gonçalves,,92356138331,,cau.gon.alves.1137@example.com,5599953006221,TRUE,2020-09-12 07:14:48,2024-01-20 01:15:21
1138,PJ,Cassiano da Rocha S.A.,Lima,73747694000107,774625916,cassiano.da.rocha.s.a.1138@example.com,5511924115848,TRUE,2020-07-08 06:08:46,2021-09-26 08:13:51
1139,PJ,Araújo ME,Teixeira - EI,28943237000125,017986778,ara.jo.me.1139@example.com,55031929957047,TRUE,2025-11-08 20:41:38,2026-09-08 04:18:12
1140,PJ,Silva Jesus Ltda.,Porto Lima S/A,23640452000133,212038437,silva.jesus.ltda.1140@example.com,5536959680785,TRUE,2022-04-22 08:04:10,2025-01-25 09:34:46
1141,PF,Eloá Freitas,,31503770800,,elo.freitas.1141@example.com,5582942183854,TRUE,2025-10-27 03:31:52,2026-07-25 17:11:05
1142,PJ,Sá ME,Aragão,12790414000140,064454752,s.me.1142@example.com,5511923274897,TRUE,2026-02-16 20:30:10,2026-12-01 22:18:21
1143,PF,Antonella Machado,,82718858559,,antonella.machado.1143@example.com,55063934272038,FALSE,2024-01-26 12:39:22,2026-11-20 20:23:39
1144,PF,Maria Helena Rodrigues,,56927415203,,maria.helena.rodrigues.1144@example.com,55017950801963,TRUE,2022-10-16 11:05:04,2022-12-26 02:36:24
1145,PF,José Miguel Farias,,10882545787,,jos.miguel.farias.1145@example.com,5506993588249,TRUE,2026-08-29 23:51:34,2026-11-21 07:36:27
1146,PF,Lucas da Conceição,,50876389027,,lucas.da.concei.o.1146@example.com,5500918167784,TRUE,2025-06-12 11:39:24,2025-07-08 15:18:49
1147,PF,Ana Lívia Lima,,76073155948,,ana.l.via.lima.1147@example.com,5524944544608,TRUE,2022-01-01 12:28:18,2023-09-25 08:30:39
1148,PF,Vitor Fonseca,,04181646904,,vitor.fonseca.1148@example.com,5579993781053,TRUE,2021-07-08 22:00:14,2024-10-30 23:16:44
1149,PF,Camila Casa Grande,,17795926550,,camila.casa.grande.1149@example.com,5578984869996,TRUE,2023-05-23 03:32:19,2026-04-14 08:33:14
1150,PJ,TeixeiraSales - EI Ltda,das Neves Ltda.,52269552000101,792714724,teixeira.sales.ei.ltda.1150@example.com,5530919864242,TRUE,2022-08-29 20:05:13,2023-03-31 06:12:33
1151,PF,Henry Gabriel Pastor,,51440043779,,henry.gabriel.pastor.1151@example.com,55028933912187,TRUE,2021-06-10 12:17:50,2024-05-31 00:22:44
1152,PF,Matteo Castro,,28339320653,,matteo.castro.1152@example.com,5532988098322,TRUE,2025-02-26 05:49:40,2025-09-03 09:16:21
1153,PF,Augusto Camargo,,13202396412,,augusto.camargo.1153@example.com,5523920018676,TRUE,2023-12-20 09:40:27,2025-03-22 23:49:26
1154,PF,Bruna Aparecida,,27776962252,,bruna.aparecida.1154@example.com,5589987610814,TRUE,2023-02-20 01:37:12,2024-12-10 20:55:55
1155,PJ,Freitas Gomes S/A ME,,38717118000108,403845319,freitas.gomes.s.a.me.1155@example.com,5507946823546,TRUE,2021-07-02 18:03:27,2021-09-03 17:41:51
1156,PF,Luara Rocha,,42308512784,,luara.rocha.1156@example.com,5500930762054,TRUE,2020-04-30 04:59:18,2026-03-07 17:12:09
1157,PF,Dr. Pedro Lucas Barbosa,,96628054861,,dr.pedro.lucas.barbosa.1157@example.com,5500966664110,TRUE,2026-05-22 20:29:44,2026-11-25 21:09:06
1158,PF,Maria Júlia Freitas,,19036160340,,maria.j.lia.freitas.1158@example.com,5511934078516,TRUE,2024-09-08 23:25:58,2025-05-15 02:42:25
1159,PF,Juliana Vargas,,67665931995,,juliana.vargas.1159@example.com,5570989058366,TRUE,2024-08-03 16:38:03,2025-08-18 11:27:31
1160,PJ,da Rocha Novaes S.A.,Nascimento,90617091000100,999626970,da.rocha.novaes.s.a.1160@example.com,5538968889178,TRUE,2022-11-13 08:51:22,2026-02-02 22:43:11
1161,PF,Raquel Viana,,17160295200,,raquel.viana.1161@example.com,5515905962571,TRUE,2024-09-16 05:37:56,2025-11-21 14:36:03
1162,PF,Mirella Garcia,,46091753983,,mirella.garcia.1162@example.com,5593920126578,TRUE,2024-12-06 19:09:20,2025-02-20 10:45:33
1163,PJ,Garcia Albuquerque Ltda.,Novaes S/A,85615314000151,952175585,garcia.albuquerque.ltda.1163@example.com,5577974127469,TRUE,2022-09-27 07:15:10,2023-11-02 23:08:06
1164,PJ,Viana Barbosa S/A Ltda,da Mota Borges - EI,60500461000155,962642229,viana.barbosa.s.a.ltda.1164@example.com,55058991704542,TRUE,2020-02-29 06:25:23,2024-05-15 03:40:08
1165,PF,Yuri Ferreira,,88365386496,,yuri.ferreira.1165@example.com,5557905682092,TRUE,2023-08-02 01:09:40,2024-07-22 11:11:22
1166,PF,Luiz Otávio Monteiro,,73520291258,,luiz.ot.vio.monteiro.1166@example.com,5590901635640,TRUE,2023-12-05 15:18:59,2026-10-05 02:20:15
1167,PF,Eloá Cunha,,55708489758,,elo.cunha.1167@example.com,55047928289540,TRUE,2020-03-19 21:44:12,2022-04-08 17:44:52
1168,PJ,Borges - ME,,85801629000193,882247312,borges.me.1168@example.com,5516985071058,TRUE,2023-07-16 11:56:16,2025-05-04 07:49:00
1169,PF,Ana Liz Borges,,36702177119,,ana.liz.borges.1169@example.com,5595909271152,TRUE,2025-03-14 07:20:48,2025-07-18 10:32:33
1170,PF,Anna Liz Souza,,52406317510,,anna.liz.souza.1170@example.com,5553970923007,TRUE,2025-05-18 06:29:56,2026-03-10 03:25:53
1171,PF,Pedro Pastor,,48570677650,,pedro.pastor.1171@example.com,5500974189485,FALSE,2026-08-23 09:04:19,2026-09-13 08:16:55
1172,PF,Sra. Heloísa Ramos,,73693081468,,sra.helo.sa.ramos.1172@example.com,55098976989365,TRUE,2024-12-26 05:44:58,2026-11-07 18:35:44
1173,PJ,Peixoto da Cunha Ltda.,Vargas,73495062000195,161982734,peixoto.da.cunha.ltda.1173@example.com,5513910450258,TRUE,2022-05-29 15:56:48,2026-10-14 17:57:48
1174,PJ,Câmara Ltda,Azevedo Martins Ltda.,24966211000141,357483526,c.mara.ltda.1174@example.com,5506948606739,TRUE,2023-07-14 05:22:58,2023-07-24 19:14:19
1175,PF,Hellena Silva,,20566969670,,hellena.silva.1175@example.com,5548983842536,TRUE,2020-09-30 10:29:34,2026-07-10 20:13:31
1176,PF,Letícia Guerra,,50028279000,,let.cia.guerra.1176@example.com,55080955077406,TRUE,2020-07-22 16:27:18,2026-02-08 16:05:47
1177,PF,Dr. Lucas Gabriel Fogaça,,29089334203,,dr.lucas.gabriel.foga.a.1177@example.com,5556923920908,TRUE,2022-10-11 15:23:59,2024-02-25 02:15:19
1178,PF,Dr. Cauê Aparecida,,08033512911,,dr.cau.aparecida.1178@example.com,55040991311178,TRUE,2021-05-01 01:45:14,2024-09-12 13:20:13
1179,PJ,Brito Ltda,Casa Grande Ltda.,33558691000100,476022069,brito.ltda.1179@example.com,5535941201227,TRUE,2024-06-29 08:28:06,2025-10-20 02:42:42
1180,PJ,Viana ME,Araújo,57983591000181,026015153,viana.me.1180@example.com,55059947950740,TRUE,2026-01-11 13:16:09,2026-03-02 00:23:34
1181,PJ,Brito EIRELI,Santos,44232828000140,327980595,brito.eireli.1181@example.com,5531900649340,TRUE,2024-04-27 05:53:13,2025-08-22 01:06:28
1182,PF,Dante Abreu,,57905543340,,dante.abreu.1182@example.com,5552903608941,TRUE,2024-06-30 07:46:31,2025-08-23 23:21:51
1183,PJ,Nogueira Ltda.,Câmara e Filhos,41709525000188,599285535,nogueira.ltda.1183@example.com,5552905610067,FALSE,2025-01-26 03:27:09,2025-08-15 01:03:54
1184,PJ,Ramos S/A Ltda,Oliveira,83065940000196,680186774,ramos.s.a.ltda.1184@example.com,5537984233944,TRUE,2026-08-26 07:07:45,2026-11-26 19:18:01
1185,PJ,Câmara Ltda,Abreu - ME,02247802000126,776255032,c.mara.ltda.1185@example.com,5501973654262,TRUE,2021-12-03 02:34:12,2024-11-09 22:37:46
1186,PF,Cauê Marques,,91472191811,,cau.marques.1186@example.com,5542990292334,TRUE,2023-02-26 21:17:18,2023-09-18 13:45:47
1187,PF,Sr. Bernardo Albuquerque,,63990207199,,sr.bernardo.albuquerque.1187@example.com,5590960530886,TRUE,2020-08-04 03:42:06,2026-06-09 23:26:02
1188,PF,Isis da Cruz,,24257687770,,isis.da.cruz.1188@example.com,5521916673290,TRUE,2021-01-16 08:54:49,2022-03-12 16:19:04
1189,PF,Lucas Gabriel Marques,,41622614666,,lucas.gabriel.marques.1189@example.com,5598987592129,TRUE,2025-07-09 11:59:54,2026-09-27 23:32:16
1190,PF,Dra. Mariana das Neves,,86604245497,,dra.mariana.das.neves.1190@example.com,55060933620275,TRUE,2025-04-17 07:01:44,2025-04-17 13:48:46
1191,PJ,Moreira S.A.,Barbosa da Cunha - ME,20142510000100,709207115,moreira.s.a.1191@example.com,55038902362192,TRUE,2025-11-03 15:38:41,2026-12-17 08:47:41
1192,PF,Luiz Gustavo Moura,,57474469839,,luiz.gustavo.moura.1192@example.com,5589970591611,TRUE,2020-09-28 22:25:48,2025-02-21 04:11:57
1193,PF,Maya Cunha,,08337979569,,maya.cunha.1193@example.com,5555988195977,TRUE,2021-01-16 07:34:44,2026-06-07 10:44:28
1194,PF,Calebe Garcia,,36657524501,,calebe.garcia.1194@example.com,5580905378931,TRUE,2023-02-02 22:30:33,2024-07-23 08:43:15
1195,PJ,Pereira S.A.,,62362813000189,289728454,pereira.s.a.1195@example.com,5518922720028,TRUE,2022-08-02 21:58:40,2025-05-07 06:20:53
1196,PF,Juan Nascimento,,64865786708,,juan.nascimento.1196@example.com,55032920414474,TRUE,2020-07-27 03:39:26,2021-07-07 00:51:25
1197,PF,Hadassa Siqueira,,76555415665,,hadassa.siqueira.1197@example.com,55081916599302,TRUE,2022-06-01 18:58:04,2024-11-08 16:02:39
1198,PF,Dra. Alice Cardoso,,47069667957,,dra.alice.cardoso.1198@example.com,5530942322775,TRUE,2026-10-16 22:37:15,2026-10-29 00:56:59
1199,PF,Cauã da Cruz,,41503683338,,cau.da.cruz.1199@example.com,5530928165064,TRUE,2025-12-07 22:20:35,2026-02-16 08:50:32
1200,PF,Fernanda Abreu,,65176915456,,fernanda.abreu.1200@example.com,5559937775691,TRUE,2023-05-19 05:04:13,2026-04-15 15:14:59
1201,PF,Zoe Câmara,,34684282864,,zoe.c.mara.1201@example.com,55010929161746,TRUE,2022-07-15 05:02:35,2026-08-12 03:53:41
1202,PJ,Castro - EI Ltda,,06773564000143,831043841,castro.ei.ltda.1202@example.com,5566922913167,TRUE,2020-04-09 13:30:18,2025-10-31 11:43:05
1203,PJ,Montenegro S/A Ltda,Guerra,05896128000107,856670636,montenegro.s.a.ltda.1203@example.com,55019986550494,TRUE,2021-04-26 11:41:55,2026-09-14 09:57:06
1204,PJ,da Rosa ME,Macedo - ME,00223222000173,634933965,da.rosa.me.1204@example.com,5549962732262,TRUE,2022-06-13 21:09:51,2026-11-11 17:27:56
1205,PF,Bárbara Borges,,15788488494,,b.rbara.borges.1205@example.com,5524936258542,FALSE,2024-11-16 02:20:52,2026-05-03 04:59:53
1206,PF,Théo Moraes,,00691951616,,th.o.moraes.1206@example.com,5587999196234,TRUE,2023-08-18 15:18:18,2026-10-17 07:54:34
1207,PF,Srta. Maria Helena da Luz,,32022731832,,,5538953247250,TRUE,2025-05-06 11:24:38,2025-10-22 23:23:38
1208,PF,Sr. Henry Gabriel da Cruz,,38991310451,,sr.henry.gabriel.da.cruz.1208@example.com,5530931158760,FALSE,2023-09-21 22:13:55,2026-04-10 01:28:48
1209,PJ,Silveira EIRELI,Freitas,61593422000102,769475769,silveira.eireli.1209@example.com,5553953659746,TRUE,2020-11-13 00:20:43,2024-05-31 19:53:48
1210,PF,Sarah Garcia,,20199434689,,sarah.garcia.1210@example.com,5563492125450,TRUE,2021-01-25 02:12:25,2024-08-22 17:13:46
1211,PF,Alexia Oliveira,,12539912516,,alexia.oliveira.1211@example.com,5594981526925,TRUE,2023-06-13 13:28:57,2024-08-28 18:43:26
1212,PJ,Oliveira ME,Gonçalves,90789959000140,472130742,oliveira.me.1212@example.com,5559914261404,TRUE,2024-01-19 19:04:47,2026-09-17 09:20:46
1213,PF,Ísis Pacheco,,57238037432,,sis.pacheco.1213@example.com,5532961454307,TRUE,2020-01-23 10:21:16,2024-08-27 23:02:46
1214,PJ,Câmara EIRELI,,33995777000192,731008178,c.mara.eireli.1214@example.com,5522911587184,TRUE,2026-02-09 07:18:45,2026-04-14 18:49:35
1215,PF,Sr. Gustavo Henrique Fonseca,,25753120784,,sr.gustavo.henrique.fonseca.1215@example.com,5526987447017,TRUE,2022-08-28 12:27:14,2026-04-05 16:22:35
1216,PJ,Ramos Castro e Filhos EIRELI,Sales - EI,50369754000191,652377729,ramos.castro.e.filhos.eireli.1216@example.com,5565963370140,TRUE,2021-01-29 15:18:48,2021-12-15 15:40:52
1217,PF,Ana Clara Teixeira,,18201087089,,ana.clara.teixeira.1217@example.com,5527981055800,TRUE,2025-12-27 04:33:38,2026-09-14 21:50:28
1218,PF,Dom Mendes,,32890632407,,dom.mendes.1218@example.com,55021942573160,TRUE,2024-12-30 05:29:04,2025-03-10 03:16:19
1219,PF,Liz da Conceição,,16973528120,,liz.da.concei.o.1219@example.com,5513968172031,TRUE,2024-02-12 08:53:20,2025-08-20 05:58:02
1220,PJ,Garcia Pinto Ltda.,,28433794000104,528620929,garcia.pinto.ltda.1220@example.com,55035925953322,TRUE,2024-12-12 05:59:43,2026-11-10 07:15:22
1221,PF,Pedro Miguel da Conceição,,33626492702,,pedro.miguel.da.concei.o.1221@example.com,5538999204573,TRUE,2023-10-14 21:56:49,2025-12-22 13:23:41
1222,PF,Sr. Davi Lucca da Conceição,,07220415869,,sr.davi.lucca.da.concei.o.1222@example.com,5561985076108,TRUE,2026-09-17 01:55:41,2026-12-29 03:08:59
1223,PF,Ana Clara Moraes,,87743170241,,ana.clara.moraes.1223@example.com,55069971823601,FALSE,2025-02-23 20:52:38,2025-05-19 05:18:36
1224,PF,Samuel Campos,,95761257742,,samuel.campos.1224@example.com,55061958388217,TRUE,2026-12-30 09:06:40,2026-12-31 17:07:44
1225,PJ,Santos S.A.,Nascimento,05705171000130,467357422,santos.s.a.1225@example.com,5532922801944,TRUE,2024-03-18 22:16:53,2025-05-01 21:00:21
