id,customer_id,address_type,postal_code,street,number,complement,district,city,state,country,is_primary
2341,1171,billing,28536-749,Sítio Pires,9,Apto 711,Outro,Santos,PA,BR,FALSE
2342,1172,billing,54313311,Distrito de Rodrigues,70,Apto 454,Ribeiro De Abreu,Oliveira,SC,BR,TRUE
2343,1172,billing,49791030,Favela de Câmara,29,,Nossa Senhora De Fátima,Moraes,MT,BR,FALSE
2344,1172,secondary,29767064,Aeroporto Otto Teixeira,6,,Rio Branco,Lima de Silva,RS,BR,FALSE
2345,1173,billing,40692600,Lago Leonardo Novais,63,Apto 740,Novo São Lucas,Caldeira dos Dourados,MA,BR,TRUE
2346,1173,billing,44138-825,Via de Cirino,65,,Cônego Pinheiro 1ª Seção,da Conceição dos Dourados,DF,BR,FALSE
2347,1174,billing,80617799,Travessa de Aparecida,93,,Vila Madre Gertrudes 4ª Seção,Aragão,AC,BR,TRUE
2348,1174,billing,31059-507,Condomínio Thomas Abreu,78,,Santa Sofia,Camargo de Ribeiro,PA,BR,FALSE
2349,1174,secondary,73382109,Avenida Aparecida,511,Apto 989,Cinquentenário,Rodrigues,MG,BR,FALSE
2350,1175,billing,09894-793,Rua de Ramos,56,,São Pedro,Pereira do Sul,RS,BR,TRUE
2351,1176,billing,10960-338,Distrito de Vasconcelos,93,,Vila Calafate,Cirino,ES,BR,TRUE
2352,1176,secondary,37557-270,Vale João Sá,20,Apto 887,Conjunto Bonsucesso,Jesus,RN,BR,FALSE
2353,1177,billing,57767-788,Condomínio Mateus Albuquerque,448,Apto 972,Aarão Reis,Gonçalves,RR,BR,TRUE
2354,1177,secondary,32956-898,Morro Luna das Neves,793,,Piratininga,Lopes,SC,BR,FALSE
2355,1178,billing,97500381,Lagoa de Ramos,5,,Dom Joaquim,Borges,MS,BR,TRUE
2356,1179,billing,15005835,Estrada de da Rosa,558,,Vila Sumaré,Farias,MT,BR,TRUE
2357,1180,billing,14178-437,Alameda Gael Henrique Vasconcelos,632,Apto 798,Candelaria,Peixoto da Praia,RR,BR,TRUE
2358,1181,billing,52469360,Estação Beatriz Oliveira,104,,Betânia,Oliveira,SE,BR,TRUE
2359,1181,secondary,89818-432,Lagoa Eloá Monteiro,53,,Vila Da Ária,Dias,RJ,BR,FALSE
2360,1182,billing,12286-952,Fazenda de Sousa,121,,Olaria,Nascimento,MG,BR,TRUE
2361,1182,secondary,21007-359,Campo Costa,85,Apto 044,ila Vista Alegre,Vieira,GO,BR,FALSE
2362,1182,billing,24302595,Rua de Novais,85,Apto 393,Venda Nova,da Mata de Cavalcante,RS,BR,FALSE
2363,1183,billing,08550-262,Trecho Henry da Mata,45,Apto 959,Vista Do Sol,Jesus do Campo,PB,BR,TRUE
2364,1184,billing,07036798,Trevo de Viana,47,,Monsenhor Messias,Aragão,AM,BR,TRUE
2365,1184,secondary,27737-481,Setor da Rosa,88,Apto 890,Maria Tereza,Oliveira,AM,BR,FALSE
2366,1185,billing,40900-255,Quadra de Moraes,85,,Distrito Industrial Do Jatoba,Cunha,AC,BR,TRUE
2367,1185,secondary,20373540,Vereda Ravi Lucca Costa,20,,Nova Floresta,Vieira dos Dourados,PI,BR,FALSE
2368,1185,secondary,06093-371,Setor de Garcia,68,,Biquinhas,Cardoso,RR,BR,FALSE
2369,1186,billing,46548193,Esplanada Almeida,61,Apto 250,Boa Viagem,Macedo,PR,BR,TRUE
2370,1186,secondary,95047-006,Conjunto Duarte,2,,Nova Granada,Monteiro de Farias,RN,BR,FALSE
2371,1186,secondary,74890923,Fazenda de Jesus,5,Apto 470,Piraja,Leão,PA,BR,FALSE
2372,1187,billing,57965273,Sítio de da Cruz,2,,Conjunto Celso Machado,Pastor do Galho,CE,BR,TRUE
2373,1187,billing,18987016, Viela da Rocha,64,,Biquinhas,Pereira das Pedras,AP,BR,FALSE
2374,1188,billing,70340849,Rua Ayla Câmara,6,Apto 027,Vila Canto Do Sabiá,da Costa Verde,ES,BR,TRUE
2375,1188,billing,91654594,Alameda de Jesus,60,Apto 279,Madre Gertrudes,Araújo dos Dourados,CE,BR,FALSE
2376,1188,billing,09333-020,Sítio Marcelo Casa Grande,6,,Ermelinda,Fernandes da Serra,PI,BR,FALSE
2377,1189,billing,34978575,Fazenda Casa Grande,26,,Andiroba,Novaes,BA,BR,TRUE
2378,1190,billing,18620502,Largo Davi Lucca da Cruz,7,,Estoril,Pereira,MA,BR,TRUE
2379,1190,secondary,64977070,Lago Fernandes,22,,Maria Tereza,Farias Grande,PR,BR,FALSE
2380,1191,billing,21691-957,Travessa Ana Júlia Camargo,604,,Heliopolis,Lopes,MT,BR,TRUE
2381,1192,billing,78292-409,Rua de Gomes,26,Apto 187,Santa Tereza,Albuquerque,PB,BR,TRUE
2382,1193,billing,98900-618,Distrito Andrade,61,,Mariquinhas,Martins dos Dourados,SE,BR,TRUE
2383,1194,billing,21635-924,Ladeira de da Rosa,80,,Olaria,das Neves dos Dourados,PE,BR,TRUE
2384,1194,billing,55939897,Núcleo Isaac das Neves,95,,Alto Caiçaras,Souza de da Rocha,BA,BR,FALSE
2385,1195,billing,12037360,Colônia da Rosa,42,,Conjunto Santa Maria,Cardoso,SP,BR,TRUE
2386,1196,billing,42041793,Travessa de Duarte,58,Apto 307,Biquinhas,Jesus das Pedras,AC,BR,TRUE
2387,1196,secondary,35149033,Colônia da Cruz,136,,Cidade Jardim,Sampaio do Amparo,BA,BR,FALSE
2388,1196,secondary,73115676,Estação de da Costa,965,Apto 263,Alto Vera Cruz,Santos,MG,BR,FALSE
2389,1197,billing,80303879,Esplanada Isabella Cunha,60,,Jardim Guanabara,Fogaça de Freitas,AP,BR,TRUE
2390,1197,billing,69832-299,Vila Novaes,3,,Santa Sofia,Pereira,AP,BR,FALSE
2391,1197,secondary,77019827,Via Igor Marques,856,,São Cristóvão,Porto da Prata,PB,BR,FALSE
2392,1198,billing,61217-744,Colônia Catarina Garcia,57,,Ermelinda,Farias de Peixoto,PE,BR,TRUE
2393,1198,secondary,48132818,Colônia Cirino,955,Apto 445, Parque São Pedro,Duarte,CE,BR,FALSE
2394,1199,billing,40714-913,Área da Luz,35,,Santa Margarida,Araújo Paulista,MS,BR,TRUE
2395,1200,billing,45431-290,Rua Cavalcanti,25,,Conjunto Califórnia I,Machado da Serra,RJ,BR,TRUE
2396,1200,secondary,63370095,Campo Cunha,312,,Conjunto Califórnia Ii,Silveira de Lopes,AM,BR,FALSE
2397,1200,secondary,84251-187,Lago de Cirino,23,,Senhor Dos Passos,Montenegro do Oeste,AP,BR,FALSE
2398,1201,billing,29757034,Vale Macedo,9,Apto 148,Mariquinhas,da Conceição das Flores,BA,BR,TRUE
2399,1201,secondary,48187-317,Sítio de Vargas,82,Apto 642,Outro,Rezende das Flores,PI,BR,FALSE
2400,1201,secondary,19261-758,Trevo Kaique Machado,12,,Palmares,Câmara,RN,BR,FALSE
2401,1202,billing,61028111,Residencial Andrade,50,,Vila Nova Cachoeirinha 2ª Seção,Nogueira de Rezende,RO,BR,TRUE
2402,1202,billing,37480-521,Viela de Martins,3,Apto 073,Serrano,Vargas de Araújo,RS,BR,FALSE
2403,1202,billing,63162958,Avenida Machado,71,Apto 767,Vila Jardim Montanhes,Azevedo das Flores,MG,BR,FALSE
2404,1203,billing,64858884,Lagoa de da Mata,64,,Barreiro,Siqueira do Galho,PE,BR,TRUE
2405,1203,secondary,45386-845,Estação Leão,82,Apto 667,Itaipu,Caldeira,MT,BR,FALSE
2406,1204,billing,25417-832,Chácara Cassiano,28,Apto 868,Mariquinhas,Gonçalves,DF,BR,TRUE
2407,1204,billing,58569-771,Lago Freitas,98,,Conjunto Taquaril,Sampaio de Goiás,MA,BR,FALSE
2408,1205,billing,42359288,Recanto de Albuquerque,6,Apto 251,Vila União,Gonçalves,CE,BR,TRUE
2409,1206,billing,25861-821,Vereda da Cunha,9,Apto 487,Guarani,Jesus,AM,BR,TRUE
2410,1206,secondary,47121-627,Quadra Matheus da Costa,10,Apto 611,Santa Monic,Lopes,PI,BR,FALSE
2411,1206,secondary,29748-023,Vereda Fogaça,63,, Santa Lúcia,Rodrigues da Praia,RN,BR,FALSE
2412,1207,billing,38384-607,Trecho Diego Gonçalves,681,Apto 556,Calafate,Vieira,RN,BR,TRUE
2413,1207,billing,04751-042,Conjunto Aurora Novais,66,Apto 899,Embaúbas,da Cruz,SE,BR,FALSE
2414,1208,billing,71768-538,Trecho Vitor Hugo Almeida,847,Apto 279,Nova Suíça,Cassiano de Moraes,AC,BR,TRUE
2415,1208,billing,77140046,Avenida Sarah Monteiro,881,Apto 361,Santa Terezinha,Machado Alegre,BA,BR,FALSE
2416,1208,secondary,52164-201,Rua Aragão,629,,Granja Werneck,Carvalho de Minas,SC,BR,FALSE
2417,1209,billing,21594633,Sítio Caldeira,99,,Granja Werneck,Macedo,PA,BR,TRUE
2418,1209,secondary,17706905,Estrada Martins,2,,Universo,Garcia,ES,BR,FALSE
2419,1210,billing,51436-462,Parque de Silva,505,Apto 521,Tupi A,Viana,RJ,BR,TRUE
2420,1210,secondary,67125840,Residencial Kamilly Araújo,830,Apto 354,Nova Pampulha,Albuquerque,SC,BR,FALSE
2421,1211,billing,97407-685,Ladeira Valentim Sá,625,Apto 933,Granja Werneck,Nunes Alegre,MA,BR,TRUE
2422,1212,billing,80022-097,Ladeira Heloisa Fonseca,81,,São Luiz,Sales Alegre,RJ,BR,TRUE
2423,1213,billing,27423-341,Setor Sales,44,,Vila Cemig,Almeida de da Costa,PB,BR,TRUE
2424,1214,billing,26968-575,Trevo Azevedo,29,,Corumbiara,Garcia da Prata,SE,BR,TRUE
2425,1214,secondary,32766163,Rodovia de da Mota,811,,Conjunto Bonsucesso,Fernandes,AM,BR,FALSE
2426,1214,billing,57481532,Praça Cauã Porto,93,,Campo Alegre,Moura,MT,BR,FALSE
2427,1215,billing,42060-993,Vereda de Gonçalves,1,,Vila Nossa Senhora Do Rosário,Novaes de Oliveira,SC,BR,TRUE
2428,1215,billing,93506-177,Favela Moraes,80,Apto 511,Frei Leopoldo,Novais das Pedras,MT,BR,FALSE
2429,1215,secondary,96810-320,Esplanada da Luz,2,,Santa Branca,Rocha,CE,BR,FALSE
2430,1216,billing,59543124,Pátio de Mendonça,10,Apto 940,Jardim São José,Machado,PI,BR,TRUE
2431,1216,billing,41195873,Avenida Júlia Sampaio,14,Apto 513,Aparecida 7ª Seção,Ferreira,PB,BR,FALSE
2432,1216,secondary,39532791,Esplanada de da Conceição,71,Apto 716,Cinquentenário,Sousa da Prata,AP,BR,FALSE
2433,1217,billing,54814-423,Morro Cassiano,6,Apto 602,Esperança,da Rosa,SE,BR,TRUE
2434,1217,secondary,46879-271,Morro de Fogaça,4,,Pirineus,Costela,RR,BR,FALSE
2435,1217,secondary,97978-087,Vereda de da Rocha,8,,Santo André,Melo de Goiás,RN,BR,FALSE
2436,1218,billing,69394995,Estação Bento Cardoso,4,,Carmo,Castro do Campo,AL,BR,TRUE
2437,1219,billing,81146-813,Trecho de Silveira,23,,Engenho Nogueira,Costa da Mata,RJ,BR,TRUE
2438,1219,billing,35249371,Ladeira Brito,36,,Vitoria,Sampaio do Campo,AC,BR,FALSE
2439,1220,billing,01640403,Vila de Martins,22,Apto 188,Alto Caiçaras,Pimenta do Norte,GO,BR,TRUE
2440,1220,billing,89114821,Travessa de Camargo,70,Apto 244,Bela Vitoria,Sá do Sul,AP,BR,FALSE
2441,1220,billing,64150-995,Loteamento Helena Moura,2,Apto 343,Boa União 2ª Seção,Câmara da Serra,RN,BR,FALSE
2442,1221,billing,14939282,Favela Fonseca,563,,Carlos Prates,Cavalcante de Vargas,TO,BR,TRUE
2443,1222,billing,24719-391,Largo Lucas Gabriel Macedo,13,Apto 872,Vila Independencia 2ª Seção,Albuquerque de Goiás,MG,BR,TRUE
2444,1223,billing,80025-406,Ladeira de Souza,77,,Marieta 3ª Seção,Mendonça,BA,BR,TRUE
2445,1223,secondary,75329-123,Parque de Duarte,56,Apto 414,Túnel De Ibirité,Abreu,AC,BR,FALSE
2446,1224,billing,59038240,Avenida Pacheco,92,,Etelvina Carneiro,Costa das Flores,GO,BR,TRUE
2447,1225,billing,56630-906,Travessa Ana Sophia Novaes,5,Apto 940,Alto Barroca,Jesus da Mata,MA,BR,TRUE
2448,1225,billing,51571-792,Fazenda de Aragão,3,,São Gabriel,Vieira,GO,BR,FALSE
2449,1226,billing,84455074,Esplanada de Pinto,128,,Diamante,Pacheco de Rodrigues,GO,BR,TRUE
2450,1227,billing,00010-568,Recanto de Melo,703,,Palmeiras,Pereira das Flores,MA,BR,TRUE
2451,1228,billing,22169-689,Vila Montenegro,89,Apto 979,Flavio De Oliveira,Montenegro Alegre,RN,BR,TRUE
2452,1229,billing,35722-315,Viela Guerra,6,,Vila Madre Gertrudes 1ª Seção,Pastor de da Paz,PI,BR,TRUE
2453,1229,secondary,57581001,Núcleo de das Neves,67,,Bela Vitoria,da Luz,MS,BR,FALSE
2454,1230,billing,37984-800, Aeroporto Rodrigues,92,,Santa Inês,Macedo,PE,BR,TRUE
2455,1231,billing,17832-250,Colônia de Viana,85,,Fazendinha,Cavalcanti,BA,BR,TRUE
2456,1231,billing,32601754,Passarela Pinto,383,,Beija Flor,Carvalho,GO,BR,FALSE
2457,1231,secondary,34839061,Rua de da Mata,86,,Concórdia,Moraes de Ferreira,PR,BR,FALSE
2458,1232,billing,02394847,Praia de Barros,86,Apto 339,Vila Novo São Lucas,Pinto,BA,BR,TRUE
2459,1232,billing,37018327,Aeroporto Mathias Camargo,59,Apto 743,Guaratã,Nascimento,PE,BR,FALSE
2460,1232,secondary,57651502,Rodovia Guerra,95,Apto 219,Jardinópolis,Fonseca,AP,BR,FALSE
2461,1233,billing,63861-890,Morro de da Rosa,4,Apto 032,Maria Virgínia,Freitas,MT,BR,TRUE
2462,1233,secondary,99539-720,Vila de Duarte,10,,Vila Canto Do Sabiá,Santos da Mata,BA,BR,FALSE
2463,1233,secondary,92259739,Quadra Calebe Machado,1,,Monsenhor Messias,Brito,SC,BR,FALSE
2464,1234,billing,30322323,Lagoa Pietro Costa,64,Apto 365,Nossa Senhora Aparecida,Vieira,BA,BR,TRUE
2465,1234,secondary,74121-638,Jardim Dias,362,,Eymard,Casa Grande de da Mota,RR,BR,FALSE
2466,1235,billing,39609-960,Trecho Mateus Pacheco,1,Apto 515,Vila Boa Vista,Sousa,PB,BR,TRUE
2467,1235,billing,08165359,Viaduto de Nascimento,61,,Vila Copasa,Pires,BA,BR,FALSE
2468,1236,billing,92835342,Ladeira de Porto,250,Apto 528,Alpes,Siqueira,SE,BR,TRUE
2469,1236,secondary,48615-779,Favela de Rocha,74,,Vila Nova,Sales Paulista,RN,BR,FALSE
2470,1237,billing,89638999,Rodovia Antônio Caldeira,76,Apto 993,Palmeiras,Andrade,MT,BR,TRUE
2471,1238,billing,76424-944,Sítio Cavalcanti,418,Apto 255,Bom Jesus,Garcia,MG,BR,TRUE
2472,1238,secondary,78272972,Feira Lopes,708,,Novo Santa Cecilia,Cavalcante,BA,BR,FALSE
2473,1239,billing,31650-124,Lago Rios,4,,Jonas Veiga,Mendes,PA,BR,TRUE
2474,1240,billing,97137779,Rua Garcia,50,,Piratininga,da Mata,TO,BR,TRUE
2475,1240,secondary,08664786,Núcleo Sampaio,143,Apto 122,Mirtes,Campos Alegre,ES,BR,FALSE
2476,1241,billing,43187-050,Sítio de Castro,71,Apto 259,Santa Monica,Cavalcanti,CE,BR,TRUE
2477,1241,billing,08407-493,Feira de da Luz,7,Apto 232,Lajedo,Moraes,PR,BR,FALSE
2478,1242,billing,40291-332,Recanto Lima,4,Apto 921,Serra Verde,Jesus,SE,BR,TRUE
2479,1242,secondary,80643-855,Campo de Carvalho,798,Apto 631,São Bernardo,Duarte,PE,BR,FALSE
2480,1242,secondary,09769046,Largo Almeida,47,,Vila Puc,Novaes,TO,BR,FALSE
2481,1243,billing,93775-335,Viaduto de Sales,60,Apto 332,Vila Coqueiral,Rocha de Goiás,DF,BR,TRUE
2482,1244,billing,06984-433,Rua de Pinto,3,,Laranjeiras,Monteiro de Minas,RO,BR,TRUE
2483,1244,billing,78066448,Via Joana Mendes,368,Apto 685,Vila Nova Dos Milionarios,Camargo Grande,PR,BR,FALSE
2484,1244,billing,11836063,Residencial de Albuquerque,55,,Maria Tereza,Santos Alegre,AM,BR,FALSE
2485,1245,billing,41423-861,Largo Asaf ePereira,41,,Vila Cemig,Cassiano,SE,BR,TRUE
2486,1245,secondary,81401-011,Alameda de Ferreira,5,Apto 428,Calafate,das Neves Alegre,PE,BR,FALSE
2487,1245,billing,81063551,Residencial de Viana,46,,Jardim Felicidade,Fogaça Alegre,PA,BR,FALSE
2488,1246,billing,82476-825,Jardim de Fogaça,372,Apto 050,Capitão Eduardo,Gomes,AC,BR,TRUE
2489,1247,billing,26849677,Praça Joaquim Pacheco,30,,Tiradentes,Guerra de da Cruz,PB,BR,TRUE
2490,1247,billing,55579-431,Viela de Peixoto,76,,Paraíso,Borges,MG,BR,FALSE
2491,1247,billing,53522938,Esplanada Enrico Nascimento,49,,São Bento,Fernandes de Pereira,SP,BR,FALSE
2492,1248,billing,72751315,Parque de Casa Grande,8,Apto 138,Sport Club,Melo dos Dourados,RO,BR,TRUE
2493,1249,billing,40794-539,Ladeira Barros,3,,Esperança,da Rosa das Pedras,RR,BR,TRUE
2494,1249,secondary,85069672,Aeroporto de Gonçalves,57,,Acaiaca,Freitas do Sul,ES,BR,FALSE
2495,1250,billing,50160-557,Área de da Mota,88,,Vila Fumec,Cardoso,ES,BR,TRUE
2496,1250,billing,28735-768,Praça Thiago Cassiano,465,,Vila Santa Monica 1ª Seção,Pinto,MT,BR,FALSE
2497,1250,billing,71774-168,Residencial Alexia Sales,78,,Candelaria,Caldeira das Pedras,AC,BR,FALSE
2498,1251,billing,80443583,Colônia Alexandre Aragão,17,,Vila Suzana Segunda Seção,Pires de Lopes,AC,BR,TRUE
2499,1251,secondary,45300734,Núcleo Cassiano,34,Apto 128,Cardoso,Costa,AL,BR,FALSE
2500,1252,billing,38018-087,Morro de Vargas,57,,Camargos,Silveira,PA,BR,TRUE
2501,1253,billing,02674586,Rua Nunes,12,,Miramar,da Rocha,PI,BR,TRUE
2502,1253,secondary,82028-253,Morro Anna Liz Cassiano,60,,Corumbiara,Moura do Norte,ES,BR,FALSE
2503,1254,billing,25157161,Loteamento de Silva,86,Apto 239,Alpes,da Rosa do Campo,PI,BR,TRUE
2504,1255,billing,07113-835,Jardim Lopes,55,,Pindura Saia,Freitas da Prata,GO,BR,TRUE
2505,1256,billing,47620-693,Via de da Paz,467,Apto 702,Campo Alegre,Gonçalves de Vieira,AM,BR,TRUE
2506,1256,secondary,43264-172,Estação de Fonseca,51,,Maravilha,Almeida do Campo,PI,BR,FALSE
2507,1256,secondary,99909101,Esplanada Garcia,19,Apto 019,Tres Marias,Machado,SC,BR,FALSE
2508,1257,billing,94883403,Área de Lima,8,Apto 718,Nova Granada,Cavalcanti de Peixoto,PR,BR,TRUE
2509,1257,secondary,34505882,Área de Cavalcante,74,Apto 943,Vila Aeroporto Jaraguá,da Rocha de Cirino,BA,BR,FALSE
2510,1257,billing,77983-042,Ladeira Duarte,38,,Coração Eucarístico,da Costa,CE,BR,FALSE
2511,1258,billing,30193868,Conjunto Gonçalves,42,Apto 561,Bela Vitoria,Correia das Pedras,AM,BR,TRUE
2512,1258,billing,75629-788,Feira Fogaça,23,,Nova Vista,da Rocha da Mata,RR,BR,FALSE
2513,1258,billing,90488-356,Lago Mendonça,7,Apto 880,Camargos,Marques de Borges,AL,BR,FALSE
2514,1259,billing,96540-650,Distrito Costa,56,,Vila São Rafael,da Rosa,SP,BR,TRUE
2515,1259,secondary,77142105,Feira Bianca Souza,4,,Paquetá,Montenegro,ES,BR,FALSE
2516,1259,billing,97992-291,Setor Aparecida,97,,Vila Jardim Montanhes,Rios do Galho,SP,BR,FALSE
2517,1260,billing,99192-892,Quadra Lopes,460,Apto 834,Santa Cruz,Cassiano das Pedras,GO,BR,TRUE
2518,1261,billing,16150-186,Loteamento Albuquerque,15,,São Bento,Rezende,PR,BR,TRUE
2519,1261,billing,11407-670,Lagoa Ribeiro,10,,Santa Sofia,Gonçalves,DF,BR,FALSE
2520,1261,billing,46462-250,Praia de da Luz,36,,Buraco Quente,Sousa,PI,BR,FALSE
2521,1262,billing,59301684,Praia de Araújo,31,,Marieta 1ª Seção,Duarte de Campos,AM,BR,TRUE
2522,1262,billing,14403-428,Largo Jade Macedo,21,,Vila São Dimas,Campos,PB,BR,FALSE
2523,1262,billing,60279-126,Morro da Mota,9,,Serra,Guerra de Minas,AC,BR,FALSE
2524,1263,billing,93481003,Lagoa Porto,43,Apto 174,Vila Nova Gameleira 3ª Seção,Casa Grande,AP,BR,TRUE
2525,1263,billing,59811-579,Estrada Gomes,68,Apto 379,Cônego Pinheiro 1ª Seção,Gomes,ES,BR,FALSE
2526,1264,billing,82481-729,Colônia Pedro Henrique Azevedo,6,Apto 825,Baleia,Cunha Paulista,RO,BR,TRUE
2527,1264,billing,11218288,Esplanada de Pastor,5,Apto 547,Atila De Paiva,da Paz de Goiás,DF,BR,FALSE
2528,1265,billing,12595432,Ladeira de da Rocha,39,,Conjunto Providencia,Martins,PE,BR,TRUE
2529,1265,secondary,05089894,Avenida de Souza,816,Apto 233,Nossa Senhora Da Aparecida,Freitas,AM,BR,FALSE
2530,1265,secondary,73851534,Favela de Fonseca,57,Apto 154,Carmo,Pimenta,MA,BR,FALSE
2531,1266,billing,17455-637,Área de Campos,671,,Brasil Industrial,Albuquerque,AC,BR,TRUE
2532,1267,billing,34096-129,Esplanada de Garcia,73,,Camponesa 1ª Seção,Fonseca,PB,BR,TRUE
2533,1267,billing,76423-788,Área Marcela Nunes,5,Apto 755,Conjunto Capitão Eduardo,Sá,SE,BR,FALSE
2534,1268,billing,33501232,Aeroporto de Aragão,2,Apto 249,Flavio Marques Lisboa,Caldeira da Praia,RO,BR,TRUE
2535,1268,billing,21215110,Setor de Abreu,689,Apto 066,Vista Alegre,Peixoto de Goiás,MT,BR,FALSE
2536,1268,billing,14008-145,Via Novaes,70,,São Jorge 1ª Seção,Borges,PR,BR,FALSE
2537,1269,billing,47074-952,Lago Pereira,949,,Tiradentes,Guerra de da Conceição,RJ,BR,TRUE
2538,1269,billing,60076941,Pátio de Duarte,270,,Maravilha,Pinto,MS,BR,FALSE
2539,1269,secondary,63541678,Loteamento de Câmara,5,,Jardinópolis,Gomes dos Dourados,SP,BR,FALSE
2540,1270,billing,98186-324,Favela de Costa,90,,Coração Eucarístico,Borges do Campo,BA,BR,TRUE
2541,1270,billing,48162-698,Estação Benicio Fernandes,16,,Lorena,Casa Grande,RS,BR,FALSE
2542,1271,billing,97465638,Núcleo Jesus,902,Apto 761,Vitoria Da Conquista,Silva de Jesus,SE,BR,TRUE
2543,1271,billing,38910208,Lagoa Benício Cavalcanti,499,Apto 650,Araguaia,Azevedo,RN,BR,FALSE
2544,1272,billing,85788258,Distrito Léo Almeida,365,Apto 077,Jardim Felicidade,Aragão da Serra,MS,BR,TRUE
2545,1272,billing,37811-690,Trevo de Macedo,47,,Conjunto Paulo Vi,Freitas do Amparo,SP,BR,FALSE
2546,1273,billing,97484-085,Estação Moura,91,Apto 272,Nova America,Garcia,MT,BR,TRUE
2547,1273,billing,68299-672,Estação de das Neves,8,,Santa Maria,Montenegro do Norte,GO,BR,FALSE
2548,1273,secondary,88789259,Passarela de Macedo,24,,Mangabeiras,da Paz do Campo,RS,BR,FALSE
2549,1274,billing,71762-696,Estação Sophie Nunes,85,,Novo Santa Cecilia,Farias Alegre,AP,BR,TRUE
2550,1275,billing,65998-314,Avenida Peixoto,353,Apto 189,Buritis,Caldeira,RS,BR,TRUE
2551,1275,billing,30586-548,Fazenda Rios,780,,Santa Margarida,Pereira,AM,BR,FALSE
2552,1276,billing,42518-697,Loteamento de Rios,86,,Caiçara - Adelaide,Rezende de Fonseca,SC,BR,TRUE
2553,1276,billing,40975861,Via Vasconcelos,834,,Guaratã,Aparecida do Norte,MA,BR,FALSE
2554,1276,billing,18500-603,Residencial Vasconcelos,484,,Vila Santa Monica 1ª Seção,da Conceição Paulista,PE,BR,FALSE
2555,1277,billing,15658-879,Lago Alves,78,,Varzea Da Palma,Nogueira,RR,BR,TRUE
2556,1277,billing,13707-870,Viaduto Correia,2,Apto 411,Santa Sofia,Gomes,RS,BR,FALSE
2557,1277,billing,60682179,Pátio Yago Ramos,17,,Vila São Geraldo,Monteiro da Mata,CE,BR,FALSE
2558,1278,billing,50080001,Via de Cassiano,70,,Copacabana,Campos,AM,BR,TRUE
2559,1278,secondary,68870909,Lagoa Castro,72,,Vila Paraíso,Câmara Paulista,MS,BR,FALSE
2560,1278,billing,45040-794,Via Ferreira,122,,Conjunto Lagoa,da Conceição,RN,BR,FALSE
2561,1279,billing,20764-359,Distrito Fonseca,91,Apto 370,Casa Branca,Marques do Amparo,MA,BR,TRUE
2562,1279,billing,16621-459,Lagoa de Rocha,247,,Novo Glória,Leão,SC,BR,FALSE
2563,1279,billing,75682681,Viaduto Igor Fonseca,20,,Vila Canto Do Sabiá,Farias dos Dourados,AC,BR,FALSE
2564,1280,billing,40173375,Chácara de Caldeira,78,,Vila Mantiqueira,da Conceição,AM,BR,TRUE
2565,1280,secondary,95570160,Praça Borges,595,,Conjunto Minas Caixa,Sales de Goiás,MT,BR,FALSE
2566,1280,secondary,53709420,Parque de Fogaça,699,,Vila Da Luz,da Mota do Sul,PI,BR,FALSE
2567,1281,billing,99589282,Via Farias,79,,Corumbiara,Montenegro,ES,BR,TRUE
2568,1282,billing,72518-833,Vereda de Pastor,53,,Novo São Lucas,Andrade,CE,BR,TRUE
2569,1283,billing,39864-935,Jardim Maria Vitória Albuquerque,65,,Jardim Dos Comerciarios,Correia da Prata,PI,BR,TRUE
2570,1283,billing,23409170,Vila de Nunes,57,,Mangabeiras,Moura,BA,BR,FALSE
2571,1284,billing,78282-759,Praia de Garcia,907,,Vila Santo Antônio,Aparecida,TO,BR,TRUE
2572,1284,secondary,13146-929,Fazenda de Costela,563,Apto 587,Conjunto Minas Caixa,Gomes,SE,BR,FALSE
2573,1284,secondary,62858498,Colônia Porto,85,,Mariano De Abreu,Câmara de Nascimento,PA,BR,FALSE
2574,1285,billing,50745115,Lago Martins,9,Apto 710,Vila Da Paz,Alves,SP,BR,TRUE
2575,1286,billing,00352751,Vereda Luiz Felipe Moura,33,Apto 494,Vila Vista Alegre,Vasconcelos de Sampaio,PE,BR,TRUE
2576,1287,billing,60029845,Morro de Siqueira,228,Apto 461,Piratininga,Melo,AC,BR,TRUE
2577,1287,secondary,89138872,Residencial Rocha,48,,Nossa Senhora Da Conceição,Lopes,RN,BR,FALSE
2578,1288,billing,68844-879,Vale Ryan Borges,43,,Coração Eucarístico,Cardoso,AC,BR,TRUE
2579,1288,secondary,24807-274,Loteamento Moraes,46,Apto 287,Vila Piratininga,Sampaio de Goiás,SP,BR,FALSE
2580,1288,secondary,20502-409,Morro Aparecida,634,,Barreiro,Machado,SE,BR,FALSE
2581,1289,billing,50926925,Viela de Silveira,26,,Pongelupe,Barros da Praia,GO,BR,TRUE
2582,1289,secondary,88228700,Campo Cunha,41,Apto 999,Vila Sesc,Costela,BA,BR,FALSE
2583,1290,billing,98744512,Quadra Leão,8,,Zilah Sposito,Lima do Sul,PB,BR,TRUE
2584,1290,secondary,44207-077,Fazenda Ramos,39,,Vila Nova Gameleira 2ª Seção,da Cruz,AP,BR,FALSE
2585,1291,billing,89985118,Praç de Sousa,6,,Inconfidência,Costa,AP,BR,TRUE
2586,1291,secondary,26257489,Passarela Isadora Santos,74,Apto 550,Marieta 1ª Seção,Dias de Ribeiro,AP,BR,FALSE
